epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
36,295,,,,,,,1.0,0.014106322079896927
36,295,,,1.0,,0.004599768668413162,,,
37,299,,,,1.0,,0.00784009788185358,,
37,303,,,,,,,1.0,0.013770162127912045
37,303,,,1.0,,0.004342308267951012,,,
38,304,,,,1.0,,0.0055778902024030685,,
38,309,,,,1.0,,0.0028000250458717346,,
38,311,,,,,,,1.0,0.013384641148149967
38,311,,,1.0,,0.004123206250369549,,,
39,314,,,,1.0,,0.0023065421264618635,,
39,319,,,,1.0,,7.772143726469949e-05,,
39,319,,,,,,,1.0,0.013005752116441727
39,319,,,1.0,,0.003897157497704029,,,
40,324,,,,1.0,,0.005277601536363363,,
40,327,,,,,,,1.0,0.012918449006974697
40,327,,,1.0,,0.0037124850787222385,,,
41,329,,,,1.0,,0.0026154364459216595,,
41,334,,,,1.0,,0.0016059200279414654,,
41,335,,,,,,,1.0,0.012462507002055645
41,335,,,1.0,,0.0035413308069109917,,,
42,339,,,,1.0,,0.002531954552978277,,
42,343,,,,,,,1.0,0.012561718001961708
42,343,,,1.0,,0.003361837472766638,,,
43,344,,,,1.0,,0.005599894095212221,,
43,349,,,,1.0,,0.0009937246795743704,,
43,351,,,,,,,1.0,0.012249967083334923
43,351,,,1.0,,0.0032178140245378017,,,
44,354,,,,1.0,,0.0015240174252539873,,
44,359,,,,1.0,,6.9141146923357155e-06,,
44,359,,,,,,,1.0,0.012040228582918644
44,359,,,1.0,,0.003057740395888686,,,
45,364,,,,1.0,,0.0011151101207360625,,
45,367,,,,,,,1.0,0.011686889454722404
45,367,,,1.0,,0.002926625544205308,,,
46,369,,,,1.0,,0.0027062734588980675,,
46,374,,,,1.0,,0.0020229655783623457,,
46,375,,,,,,,1.0,0.011635043658316135
46,375,,,1.0,,0.0027920561842620373,,,
47,379,,,,1.0,,0.0019633721094578505,,
47,383,,,,,,,1.0,0.011483182199299335
47,383,,,1.0,,0.0026814937591552734,,,
48,384,,,,1.0,,0.0012694428442046046,,
48,389,,,,1.0,,0.002079164842143655,,
48,391,,,,,,,1.0,0.011313019320368767
48,391,,,1.0,,0.0025622232351452112,,,
49,394,,,,1.0,,0.0026951651088893414,,
49,399,,,,1.0,,2.5033637939486653e-05,,
49,399,,,,,,,1.0,0.011388204991817474
49,399,,,1.0,,0.0024663431104272604,,,
50,404,,,,1.0,,0.0026186294853687286,,
50,407,,,,,,,1.0,0.011145750060677528
50,407,,,1.0,,0.0023563443683087826,,,
51,409,,,,1.0,,0.0016409277450293303,,
51,414,,,,1.0,,0.004781457595527172,,
51,415,,,,,,,1.0,0.011196887120604515
51,415,,,1.0,,0.0022732913494110107,,,
52,419,,,,1.0,,0.0030311616137623787,,
52,423,,,,,,,1.0,0.010975321754813194
52,423,,,1.0,,0.002179487142711878,,,
53,424,,,,1.0,,0.0013124224497005343,,
53,429,,,,1.0,,0.001295627560466528,,
53,431,,,,,,,1.0,0.010529187507927418
53,431,,,1.0,,0.0020992362406104803,,,
54,434,,,,1.0,,0.0012662725057452917,,
54,439,,,,1.0,,7.772143726469949e-05,,
54,439,,,,,,,1.0,0.010313228704035282
54,439,,,1.0,,0.0020341631025075912,,,
55,444,,,,1.0,,0.0035277411807328463,,
55,447,,,,,,,1.0,0.010296996682882309
55,447,,,1.0,,0.0019496629247441888,,,
56,449,,,,1.0,,0.0016723397420719266,,
56,454,,,,1.0,,0.0019730974454432726,,
56,455,,,,,,,1.0,0.010098346509039402
56,455,,,1.0,,0.0018747210269793868,,,
57,459,,,,1.0,,0.004214288666844368,,
57,463,,,,,,,1.0,0.010186311788856983
57,463,,,1.0,,0.0017946969019249082,,,
58,464,,,,1.0,,0.0010810765670612454,,
58,469,,,,1.0,,0.0006556856678798795,,
58,471,,,,,,,1.0,0.010071705095469952
58,471,,,1.0,,0.0017299646278843284,,,
59,474,,,,1.0,,0.0013134635519236326,,
59,479,,,,1.0,,3.9457496313843876e-05,,
59,479,,,,,,,1.0,0.00991593487560749
59,479,,,1.0,,0.001679592183791101,,,
60,484,,,,1.0,,0.0008214666158892214,,
60,487,,,,,,,1.0,0.009687199257314205
60,487,,,1.0,,0.0016169447917491198,,,
61,489,,,,1.0,,0.0011671517277136445,,
61,494,,,,1.0,,0.0032402784563601017,,
61,495,,,,,,,1.0,0.009563947096467018
61,495,,,1.0,,0.001555727794766426,,,
62,499,,,,1.0,,0.0014504283899441361,,
62,503,,,,,,,1.0,0.009728819131851196
62,503,,,1.0,,0.0015032237861305475,,,
63,504,,,,1.0,,0.0013658234383910894,,
63,509,,,,1.0,,0.0018608466489240527,,
63,511,,,,,,,1.0,0.009661254473030567
63,511,,,1.0,,0.0014486393192782998,,,
64,514,,,,1.0,,0.0012483925092965364,,
64,519,,,,1.0,,0.01025065965950489,,
64,519,,,,,,,1.0,0.009744090959429741
64,519,,,1.0,,0.0014038285007700324,,,
65,524,,,,1.0,,0.0004972931928932667,,
65,527,,,,,,,1.0,0.010934414342045784
65,527,,,1.0,,0.00137370266020298,,,
66,529,,,,1.0,,0.00403193524107337,,
66,534,,,,1.0,,0.0004937931662425399,,
66,535,,,,,,,1.0,0.010928087867796421
66,535,,,1.0,,0.0013283035950735211,,,
67,539,,,,1.0,,0.0011272320989519358,,
67,543,,,,,,,1.0,0.010457096621394157
67,543,,,1.0,,0.001280561788007617,,,
68,544,,,,1.0,,0.0006830354686826468,,
68,549,,,,1.0,,0.0008116026874631643,,
68,551,,,,,,,1.0,0.010392041876912117
68,551,,,1.0,,0.0012264825636520982,,,
69,554,,,,1.0,,0.0005936844390816987,,
69,559,,,,1.0,,1.6927575416048057e-05,,
69,559,,,,,,,1.0,0.010906428098678589
69,559,,,1.0,,0.0011936032678931952,,,
70,564,,,,1.0,,0.0017553750658407807,,
70,567,,,,,,,1.0,0.010688737966120243
70,567,,,1.0,,0.0011574375675991178,,,
71,569,,,,1.0,,0.0015010955976322293,,
71,574,,,,1.0,,0.0005687074735760689,,
71,575,,,,,,,1.0,0.010257251560688019
71,575,,,1.0,,0.0011151783401146531,,,
72,579,,,,1.0,,0.0010772584937512875,,
72,583,,,,,,,1.0,0.009855537675321102
72,583,,,1.0,,0.0010728512424975634,,,
73,584,,,,1.0,,0.0005413704202510417,,
73,589,,,,1.0,,0.0007779909064993262,,
73,591,,,,,,,1.0,0.009453024715185165
73,591,,,1.0,,0.001037911744788289,,,
74,594,,,,1.0,,0.001156272366642952,,
74,599,,,,1.0,,5.435795901576057e-05,,
74,599,,,,,,,1.0,0.009283415041863918
74,599,,,1.0,,0.0010017798049375415,,,
75,604,,,,1.0,,0.0006673799362033606,,
75,607,,,,,,,1.0,0.00902943592518568
75,607,,,1.0,,0.00097449473105371,,,
76,609,,,,1.0,,0.0006397205288521945,,
76,614,,,,1.0,,0.0014428410213440657,,
76,615,,,,,,,1.0,0.00863806251436472
76,615,,,1.0,,0.0009554887074045837,,,
77,619,,,,1.0,,0.00010961298539768904,,
77,623,,,,,,,1.0,0.008510320447385311
77,623,,,1.0,,0.0009212607401423156,,,
78,624,,,,1.0,,0.0012838580878451467,,
78,629,,,,1.0,,0.0010178368538618088,,
78,631,,,,,,,1.0,0.008182969875633717
78,631,,,1.0,,0.00090182782150805,,,
79,634,,,,1.0,,0.0009048290085047483,,
79,639,,,,1.0,,0.00017069313616957515,,
79,639,,,,,,,1.0,0.00816098228096962
79,639,,,1.0,,0.0008666673675179482,,,
80,644,,,,1.0,,0.0007236680830828846,,
80,647,,,,,,,1.0,0.008195050060749054
80,647,,,1.0,,0.000844511843752116,,,
81,649,,,,1.0,,0.0013738478301092982,,
81,654,,,,1.0,,0.001100558671168983,,
81,655,,,,,,,1.0,0.008123108185827732
81,655,,,1.0,,0.0008197228889912367,,,
82,659,,,,1.0,,0.0008036699146032333,,
82,663,,,,,,,1.0,0.008238183334469795
82,663,,,1.0,,0.0007991250022314489,,,
83,664,,,,1.0,,0.0017397291958332062,,
83,669,,,,1.0,,0.000630161608569324,,
83,671,,,,,,,1.0,0.008195469155907631
83,671,,,1.0,,0.0007806877256371081,,,
84,674,,,,1.0,,4.610028554452583e-05,,
84,679,,,,1.0,,7.950943836476654e-05,,
84,679,,,,,,,1.0,0.008116296492516994
84,679,,,1.0,,0.0007610063184984028,,,
85,684,,,,1.0,,9.048657375387847e-05,,
85,687,,,,,,,1.0,0.00810317788273096
85,687,,,1.0,,0.0007413910934701562,,,
86,689,,,,1.0,,0.0003663116367533803,,
86,694,,,,1.0,,0.001270068110898137,,
86,695,,,,,,,1.0,0.008119612000882626
86,695,,,1.0,,0.0007230730261653662,,,
87,699,,,,1.0,,0.001272347173653543,,
87,703,,,,,,,1.0,0.00807288195937872
87,703,,,1.0,,0.0007078855996951461,,,
88,704,,,,1.0,,0.00032324742642231286,,
88,709,,,,1.0,,0.0009239385835826397,,
88,711,,,,,,,1.0,0.008157170377671719
88,711,,,1.0,,0.0006894813268445432,,,
89,714,,,,1.0,,0.0012262347154319286,,
89,719,,,,1.0,,0.0018550821114331484,,
89,719,,,,,,,1.0,0.008157090283930302
89,719,,,1.0,,0.0006763135315850377,,,
90,724,,,,1.0,,0.00039704807568341494,,
90,727,,,,,,,1.0,0.00785313080996275
90,727,,,1.0,,0.0006618130719289184,,,
91,729,,,,1.0,,0.0007136244676075876,,
91,734,,,,1.0,,0.0008185521000996232,,
91,735,,,,,,,1.0,0.007771156262606382
91,735,,,1.0,,0.000642950355540961,,,
92,739,,,,1.0,,0.00025182246463373303,,
92,743,,,,,,,1.0,0.007853877730667591
92,743,,,1.0,,0.0006267229910008609,,,
93,744,,,,1.0,,0.0006148669053800404,,
93,749,,,,1.0,,0.0007222781423479319,,
93,751,,,,,,,1.0,0.007820801809430122
93,751,,,1.0,,0.0006102367187850177,,,
94,754,,,,1.0,,0.00018462578009348363,,
94,759,,,,1.0,,1.8715683836489916e-05,,
94,759,,,,,,,1.0,0.007779847364872694
94,759,,,1.0,,0.0005955957458354533,,,
95,764,,,,1.0,,0.000854091951623559,,
95,767,,,,,,,1.0,0.0077233402989804745
95,767,,,1.0,,0.0005808233399875462,,,
96,769,,,,1.0,,0.00040967261884361506,,
96,774,,,,1.0,,0.000875922734849155,,
96,775,,,,,,,1.0,0.007708870805799961
96,775,,,1.0,,0.000568208924960345,,,
97,779,,,,1.0,,0.0013188079465180635,,
97,783,,,,,,,1.0,0.007686802186071873
97,783,,,1.0,,0.0005557252443395555,,,
98,784,,,,1.0,,0.0005234067211858928,,
98,789,,,,1.0,,0.0005197092541493475,,
98,791,,,,,,,1.0,0.007658214308321476
98,791,,,1.0,,0.0005444581620395184,,,
99,794,,,,1.0,,0.0007340300944633782,,
99,799,,,,1.0,,8.344646857949556e-07,,
99,799,,,,,,,1.0,0.007674948312342167
99,799,,,1.0,,0.0005328885745257139,,,
100,800,1.0,0.003484449815005064,,,,,,
