epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,0.9375,,0.9318265914916992,,
0,7,,,,,,,0.8275862336158752,0.8625732660293579
0,7,,,0.8495575189590454,,0.9671310782432556,,,
1,9,,,,0.875,,0.7591908574104309,,
1,14,,,,0.9375,,0.6484569311141968,,
1,15,,,,,,,0.8275862336158752,0.7070117592811584
1,15,,,0.9469026327133179,,0.7341866493225098,,,
2,19,,,,1.0,,0.4885576367378235,,
2,23,,,,,,,0.8275862336158752,0.5714279413223267
2,23,,,0.9380530714988708,,0.5491476655006409,,,
3,24,,,,0.9375,,0.47776976227760315,,
3,29,,,,1.0,,0.3291734755039215,,
3,31,,,,,,,0.8275862336158752,0.4478842616081238
3,31,,,0.9469026327133179,,0.40027183294296265,,,
4,34,,,,0.9375,,0.2579484283924103,,
4,39,,,,1.0,,0.33742934465408325,,
4,39,,,,,,,0.931034505367279,0.3357405960559845
4,39,,,0.9734513163566589,,0.282711923122406,,,
5,44,,,,1.0,,0.17910481989383698,,
5,47,,,,,,,0.931034505367279,0.2529350221157074
5,47,,,0.991150438785553,,0.20093391835689545,,,
6,49,,,,0.9375,,0.2209770530462265,,
6,54,,,,1.0,,0.09443872421979904,,
6,55,,,,,,,0.9655172228813171,0.214019313454628
6,55,,,0.991150438785553,,0.1435040831565857,,,
7,59,,,,1.0,,0.15425068140029907,,
7,63,,,,,,,0.9655172228813171,0.18823549151420593
7,63,,,0.991150438785553,,0.11013823747634888,,,
8,64,,,,1.0,,0.175043523311615,,
8,69,,,,1.0,,0.050322871655225754,,
8,71,,,,,,,0.9655172228813171,0.1641329526901245
8,71,,,1.0,,0.08513595163822174,,,
9,74,,,,1.0,,0.035559527575969696,,
9,79,,,,1.0,,0.16781964898109436,,
9,79,,,,,,,0.9655172228813171,0.1451079547405243
9,79,,,1.0,,0.06713277846574783,,,
10,84,,,,1.0,,0.024211188778281212,,
10,87,,,,,,,0.931034505367279,0.13968315720558167
10,87,,,1.0,,0.05245724320411682,,,
11,89,,,,1.0,,0.1033615991473198,,
11,94,,,,1.0,,0.023595087230205536,,
11,95,,,,,,,0.931034505367279,0.13139380514621735
11,95,,,1.0,,0.04698445275425911,,,
12,99,,,,1.0,,0.022647235542535782,,
12,103,,,,,,,0.9655172228813171,0.12174946069717407
12,103,,,1.0,,0.0397292897105217,,,
13,104,,,,1.0,,0.04932695999741554,,
13,109,,,,1.0,,0.015465897507965565,,
13,111,,,,,,,0.9655172228813171,0.11536324769258499
13,111,,,1.0,,0.03255802020430565,,,
14,114,,,,1.0,,0.01278768852353096,,
14,119,,,,1.0,,0.003591755172237754,,
14,119,,,,,,,0.931034505367279,0.11805440485477448
14,119,,,1.0,,0.027840107679367065,,,
15,124,,,,1.0,,0.005074771586805582,,
15,127,,,,,,,0.931034505367279,0.11455594748258591
15,127,,,1.0,,0.027590228244662285,,,
16,129,,,,1.0,,0.021436108276247978,,
16,134,,,,1.0,,0.018185770139098167,,
16,135,,,,,,,0.9655172228813171,0.09550601989030838
16,135,,,1.0,,0.023216288536787033,,,
17,139,,,,1.0,,0.012093987315893173,,
17,143,,,,,,,0.9655172228813171,0.08807267993688583
17,143,,,1.0,,0.020893631502985954,,,
18,144,,,,1.0,,0.004685057792812586,,
18,149,,,,1.0,,0.012359545566141605,,
18,151,,,,,,,0.9655172228813171,0.08868298679590225
18,151,,,1.0,,0.018261533230543137,,,
19,154,,,,1.0,,0.021485600620508194,,
19,159,,,,1.0,,0.00034421717282384634,,
19,159,,,,,,,0.9655172228813171,0.0917222797870636
19,159,,,1.0,,0.01584048569202423,,,
20,164,,,,1.0,,0.009119690395891666,,
20,167,,,,,,,0.9655172228813171,0.09555735439062119
20,167,,,1.0,,0.014083456248044968,,,
21,169,,,,1.0,,0.008760744705796242,,
21,174,,,,1.0,,0.011704172939062119,,
21,175,,,,,,,0.9655172228813171,0.09706537425518036
21,175,,,1.0,,0.01259117666631937,,,
22,179,,,,1.0,,0.009829262271523476,,
22,183,,,,,,,0.9655172228813171,0.09834560751914978
22,183,,,1.0,,0.011466040275990963,,,
23,184,,,,1.0,,0.007840068079531193,,
23,189,,,,1.0,,0.007487981114536524,,
23,191,,,,,,,0.9655172228813171,0.09886735677719116
23,191,,,1.0,,0.01059547159820795,,,
24,194,,,,1.0,,0.002571570221334696,,
24,199,,,,1.0,,0.00037019551382400095,,
24,199,,,,,,,0.9655172228813171,0.09901528805494308
24,199,,,1.0,,0.009772601537406445,,,
25,204,,,,1.0,,0.010099485516548157,,
25,207,,,,,,,0.9655172228813171,0.09847656637430191
25,207,,,1.0,,0.009083257988095284,,,
26,209,,,,1.0,,0.00976576842367649,,
26,214,,,,1.0,,0.0052747237496078014,,
26,215,,,,,,,0.9655172228813171,0.09796646237373352
26,215,,,1.0,,0.008430746383965015,,,
27,219,,,,1.0,,0.009899419732391834,,
